codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQRMNOQVQHMOKPCDEHLEH00811086,2023,3,Noroeste,25,01/01/1900,26,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,95000,25,13,8,950
TQRMNOQWQHMLKSCDEGJBF00810091,2023,3,Pampeana,13,31/05/1985,38,asistio,"Superior
Universitaria
Incompleta",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,186000,45,18,15,1033.3333333333333
TQRMNOSTYHLKOPCDEIIAD00807064,2023,3,Gran Buenos Aires,32,28/04/1997,26,asistio,"Secundaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,136000,48,13,8,708.3333333333334
TQRMNOPSQHKNKQCDEOHCH00792890,2023,3,Patagonia,91,21/11/1961,61,asistio,"Primaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,96000,45,8,48,533.3333333333334
TQRMNOTQVHLNKQCDEHJGH00805965,2023,3,Noroeste,23,03/06/1972,51,asistio,"Superior
Universitaria
Completa",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,40,19,27,2500
TQRMNOPSYHKMKSCDEGLDF00797403,2023,3,Noreste,15,15/06/1984,39,asistio,"Secundaria
Completa",Estatal,3501,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,48,13,21,989.5833333333334
TQRMNOSRTHJMLQCDEIGED00791060,2023,3,Pampeana,30,11/01/1964,59,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,40,13,41,750
TQRMNORPTHJOKNCDEGNFJ00783845,2023,3,Patagonia,17,27/05/1993,30,asistio,"Superior
Universitaria
Incompleta",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,360000,56,14,11,1607.142857142857
TQRMNOQQVHLOLQCDEFIAH00803333,2023,3,Pampeana,2,10/07/1994,29,asistio,"Primaria
Completa",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,150000,70,8,16,535.7142857142857
TQRMNOTPWHLMLNCDEGNFJ00805287,2023,3,Patagonia,17,01/01/1900,50,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Cuenta propia,unico,Sabe leer y escribir,120000,44,8,37,681.8181818181819
TQRMNOQTVHMOLPCDEFKID00808852,2023,3,Pampeana,4,01/01/1900,52,asistio,"Secundaria
Completa",Privada,1800,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,45,13,34,1000
TQRMNOTRUHLOQUCDEIJAH00807509,2023,3,Gran Buenos Aires,33,16/09/1999,24,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,32,13,6,625
TQRMNOQTTHMMKOCDEHLEH00811127,2023,3,Noroeste,25,01/01/1900,49,asistio,"Secundaria
Completa",Privada,1502,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,48,13,31,833.3333333333334
TQRMNOQQUHJOSQCDEIJAH00791860,2023,3,Gran Buenos Aires,33,03/03/1989,34,asistio,"Secundaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,150000,18,11,18,2083.3333333333335
TQRMNOPVSHLNLPCDEGIBJ00804727,2023,3,Noreste,12,01/01/1900,37,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,56,16,16,803.5714285714286
TQRMNORWRHMOLLCDEHNHB00811417,2023,3,Cuyo,27,08/07/1991,32,asistio,"Secundaria
Completa",Privada,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,48,13,14,625
TQRMNOQXXHKNLQCDEFNFF00788098,2023,3,Noreste,7,05/01/1988,35,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,40,9,21,1000
TQRMNOPRUHMOKNCDEIIAD00812001,2023,3,Gran Buenos Aires,32,05/09/2002,21,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,230000,40,13,3,1437.5
TQRMNORSQHJMKUCDEHPJB00784916,2023,3,Noroeste,29,12/03/1958,65,asistio,"Superior
Universitaria
Incompleta",Privada,8509,Mujer,Cuenta propia,unico,Sabe leer y escribir,100000,34,17,43,735.2941176470588
TQRMNOTSTHMOKOCDEFJAH00808750,2023,3,Pampeana,3,01/01/1900,45,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,247000,48,16,24,1286.4583333333333
TQRMNOQRYHJMKQCDEHMHF00784711,2023,3,Cuyo,26,24/03/1956,67,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,120000,36,8,54,833.3333333333334
TQRMNOPSRHMNLNCDEGLDF00810315,2023,3,Noreste,15,05/12/2000,22,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,90000,44,13,4,511.3636363636364
TQRMNORQWHJMLOCDEHIBB00790006,2023,3,Noroeste,22,09/09/1998,24,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,48,13,6,416.6666666666667
TQRMNORPSHKMQRCDEIJAH00812322,2023,3,Gran Buenos Aires,33,10/10/1983,39,asistio,"Secundaria
Completa",Estatal,5202,Varon,Obrero o empleado,unico,Sabe leer y escribir,370000,36,13,21,2569.4444444444443
TQRMNOPPVHLMLSCDEHJGH00805936,2023,3,Noroeste,23,01/10/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8509,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,30,16,13,1250
TQRMNOUQTHKLRNCDEIJAH00791972,2023,3,Gran Buenos Aires,33,18/08/1972,50,asistio,"Superior
Universitaria
Completa",Privada,6400,Mujer,Cuenta propia,unico,Sabe leer y escribir,100000,48,16,29,520.8333333333334
TQRMNOTSSHMOLTCDEFKID00808879,2023,3,Pampeana,4,01/01/1900,31,asistio,"Primaria
Completa",Privada,4807,Mujer,Cuenta propia,unico,Sabe leer y escribir,30000,84,8,18,89.28571428571429
TQRMNOPUTHMMLLCDEGJBF00809970,2023,3,Pampeana,13,08/10/1979,43,asistio,"Secundaria
Incompleta",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,30,12,26,1250
TQRMNORYQHJOSQCDEIJAH00786273,2023,3,Gran Buenos Aires,33,01/01/1969,54,asistio,"Secundaria
Completa",Privada,3100,Varon,Cuenta propia,unico,Sabe leer y escribir,120000,40,13,36,750
TQRMNOQTRHLLKRCDEHNHB00806378,2023,3,Cuyo,27,07/01/1959,64,asistio,"Superior
Universitaria
Completa",Otra,9402,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,40,19,40,1875
TQRMNORTPHJMKOCDEOHCH00792960,2023,3,Patagonia,91,15/09/1989,34,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8509,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,28,15,14,2232.1428571428573
TQRMNOPWUHLMKTCDEGKDB00810123,2023,3,Pampeana,14,02/09/1991,31,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,70000,30,18,8,583.3333333333334
TQRMNOPYTHKOKSCDEOJAH00797755,2023,3,Patagonia,93,04/02/1974,49,asistio,"Primaria
Completa",Privada,103,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,60,8,36,500
TQRMNORQYHLNMLCDEIKAH00812868,2023,3,Pampeana,34,29/08/1969,53,asistio,"Secundaria
Incompleta",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,40,10,38,1125
TQRMNOQPWHMOKSCDEGNFJ00810423,2023,3,Patagonia,17,01/01/1900,34,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,40,13,16,1875
TQRMNOSPRHJMKTCDEHNHB00784819,2023,3,Cuyo,27,03/08/1985,38,asistio,"Superior
Universitaria
Completa",Privada,2202,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,48,19,14,989.5833333333334
TQRMNOTTUHMMLRCDEFLID00809103,2023,3,Pampeana,5,10/07/1987,36,asistio,"Superior
Universitaria
Completa",Privada,3200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,18,16,15,2083.3333333333335
TQRMNOQXSHLKMSCDEIIAD00806873,2023,3,Gran Buenos Aires,32,17/01/1967,56,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,20000,28,13,38,178.57142857142858
TQRMNOUVYHMNKPCDEIOAH00813109,2023,3,Pampeana,38,04/03/2003,20,asistio,"Secundaria
Incompleta",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,220000,40,12,3,1375
TQRMNOQSXHLMLPCDEGGFB00804590,2023,3,Cuyo,10,01/01/1900,17,asiste actualmente,"Secundaria
Incompleta",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,25000,20,12,0,312.5
TQRMNOQSQHKNKNCDEIMBF00792610,2023,3,Pampeana,36,12/09/1985,37,asistio,"Primaria
Incompleta",Privada,4807,Varon,Obrero o empleado,unico,No sabe leer y escribir,35000,48,2,30,182.29166666666666
TQRMNOQUYHJOKTCDEIOAH00786900,2023,3,Pampeana,38,14/11/1966,56,asistio,"Primaria
Completa",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,30,8,43,833.3333333333334
TQRMNOQQSHLOLSCDEHPJB00806563,2023,3,Noroeste,29,10/08/1989,34,asistio,"Primaria
Incompleta",Privada,3100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,40000,18,6,23,555.5555555555555
TQRMNOPPVHKKNMCDEIIAD00791329,2023,3,Gran Buenos Aires,32,13/03/1997,26,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,14,7,1041.6666666666667
TQRMNOSRSHMOKQCDEHNHB00811403,2023,3,Cuyo,27,08/02/1977,46,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,490000,60,16,25,2041.6666666666667
TQRMNOPVRHKMLUCDEIIAD00791379,2023,3,Gran Buenos Aires,32,08/01/1971,52,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,23,16,31,2173.913043478261
TQRMNOPXYHKMKOCDEGOIH00789729,2023,3,Noroeste,18,28/07/1990,33,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,30,8,20,250
TQRMNOQUYHLMMMCDEHJGH00806017,2023,3,Noroeste,23,22/02/1978,45,asistio,"Superior
Universitaria
Incompleta",Privada,3502,Varon,Cuenta propia,unico,Sabe leer y escribir,70000,48,15,25,364.5833333333333
TQRMNOQRXHKMLOCDEHLEH00790365,2023,3,Noroeste,25,01/01/1900,67,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,110000,48,8,54,572.9166666666666
TQRMNOSWUHMOLPCDEFNFF00809330,2023,3,Noreste,7,02/03/1972,51,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,40,8,38,625
TQRMNOPRQHMMKSCDEIHJF00811877,2023,3,Patagonia,31,30/01/1998,25,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,35,19,1,2857.1428571428573
TQRMNOSTQHJOLMCDEFMDB00782484,2023,3,Pampeana,6,12/12/1990,32,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,230000,40,13,14,1437.5
TQRMNOTVTHLMKSCDEGLDF00805180,2023,3,Noreste,15,19/10/1964,58,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,530000,40,16,37,3312.5
TQRMNOUPSHJOKPCDEIHJF00785232,2023,3,Patagonia,31,03/12/1972,50,asistio,"Secundaria
Completa",Privada,4807,Mujer,Cuenta propia,unico,Sabe leer y escribir,120000,12,13,32,2500
TQRMNOVSWHJNRRCDEIJAH00792387,2023,3,Gran Buenos Aires,33,06/02/1985,38,asistio,"Superior
Universitaria
Incompleta",Privada,4811,Mujer,Cuenta propia,multiples,Sabe leer y escribir,14000,24,15,18,145.83333333333334
TQRMNORPPHKMKSCDEGPDJ00789793,2023,3,Noroeste,19,06/07/1990,32,asistio,"Secundaria
Completa",Privada,2500,Varon,Patron,unico,Sabe leer y escribir,45000,36,13,14,312.5
TQRMNOUPPHJOKUCDEHIBB00784279,2023,3,Noroeste,22,29/06/1975,48,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,42,10,33,714.2857142857143
TQRMNOSVRHMMKRCDEIOAH00813106,2023,3,Pampeana,38,01/01/1900,23,asistio,"Secundaria
Incompleta",Privada,2009,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,50,12,6,750
TQRMNORUVHLNKNCDEHMHF00806208,2023,3,Cuyo,26,20/09/1993,29,asistio,"Secundaria
Incompleta",Privada,4808,Mujer,Patron,unico,Sabe leer y escribir,100000,41,9,15,609.7560975609756
TQRMNORVRHMMLNCDEOHCH00813341,2023,3,Patagonia,91,06/04/1970,53,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,40,16,32,1562.5
TQRMNOSVXHLNLNCDEIOAH00813196,2023,3,Pampeana,38,09/09/1976,47,asistio,"Superior
Universitaria
Completa",Privada,4804,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,48,16,26,1562.5
TQRMNORUVHLNKUCDEHJGH00806012,2023,3,Noroeste,23,08/06/1991,32,asistio,"Secundaria
Completa",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,48,13,14,729.1666666666666
TQRMNOSRTHKMMPCDEGJBF00789007,2023,3,Pampeana,13,15/08/1978,44,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,180000,40,19,20,1125
TQRMNOQPYHJOLOCDEFPCH00782833,2023,3,Patagonia,9,29/08/1979,44,asistio,"Superior
Universitaria
Completa",Privada,4807,Mujer,Patron,unico,Sabe leer y escribir,280000,36,16,23,1944.4444444444443
TQRMNOTWSHLOLMCDEHNHB00806419,2023,3,Cuyo,27,03/06/1976,47,asistio,"Primaria
Incompleta",Otra,9301,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,48,7,35,520.8333333333334
TQRMNOWQSHJOKUCDEGNFJ00783853,2023,3,Patagonia,17,09/07/1990,33,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,280000,44,13,15,1590.909090909091
TQRMNORSPHJLKOCDEOJAH00787243,2023,3,Patagonia,93,01/01/1900,45,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,130000,54,16,24,601.8518518518518
TQRMNOQXXHLOLQCDEHNHB00806395,2023,3,Cuyo,27,06/04/1982,41,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,23000,20,10,26,287.5
TQRMNORUQHJMLLCDEHJGH00784334,2023,3,Noroeste,23,24/08/1968,54,asistio,"Secundaria
Completa",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,50000,72,13,36,173.61111111111111
TQRMNOPPSHMMKOCDEHMHF00811248,2023,3,Cuyo,26,10/12/1974,48,asistio,"Secundaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,40,13,30,1125
TQRMNOQTSHLOLMCDEHNHB00806352,2023,3,Cuyo,27,09/10/2003,19,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10000,12,11,3,208.33333333333334
TQRMNOQVPHJOKNCDEFJAH00803536,2023,3,Pampeana,3,21/11/1983,39,asistio,"Secundaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,160000,30,13,21,1333.3333333333333
TQRMNORWRHKOLTCDEHPJB00790835,2023,3,Noroeste,29,29/04/1958,65,asistio,"Primaria
Completa",Privada,8700,Mujer,Cuenta propia,unico,Sabe leer y escribir,28000,15,8,52,466.6666666666667
TQRMNOQXYHLNKRCDEHGHJ00805686,2023,3,Patagonia,20,01/01/1900,40,asistio,"Secundaria
Completa",Privada,9402,Mujer,Obrero o empleado,unico,Sabe leer y escribir,280000,20,13,22,3500
TQRMNOQUWHJMLPCDEGPDJ00783999,2023,3,Noroeste,19,10/04/1999,24,asistio,"Secundaria
Completa",Privada,4806,Varon,Obrero o empleado,unico,Sabe leer y escribir,260000,56,13,6,1160.7142857142858
TQRMNOQRVHLOKPCDEGOIH00805468,2023,3,Noroeste,18,25/04/1962,61,asistio,"Secundaria
Completa",Privada,4000,Varon,Patron,multiples,Sabe leer y escribir,100000,56,13,43,446.42857142857144
TQRMNOPSYHJOKUCDEIHJF00785282,2023,3,Patagonia,31,11/01/1981,42,asistio,"Secundaria
Completa",Privada,2800,Varon,Obrero o empleado,unico,Sabe leer y escribir,340000,45,13,24,1888.888888888889
TQRMNOQVVHKMKRCDEIJAH00791705,2023,3,Gran Buenos Aires,33,06/01/1998,25,asistio,"Secundaria
Completa",Privada,8700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,80000,72,13,7,277.77777777777777
TQRMNOQQRHJOSQCDEIJAH00785827,2023,3,Gran Buenos Aires,33,10/09/1971,52,asistio,"Primaria
Completa",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,18,8,39,1388.888888888889
TQRMNOSRUHMNLLCDEHIBB00810808,2023,3,Noroeste,22,16/07/1995,28,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,221000,44,15,8,1255.6818181818182
TQRMNORPYHJKKQCDEHGHJ00784155,2023,3,Patagonia,20,01/03/1976,47,asistio,"Superior
Universitaria
Incompleta",Privada,4501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,270000,48,14,28,1406.25
TQRMNORWYHMOKQCDEFNFF00809352,2023,3,Noreste,7,30/07/1985,37,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,40,13,19,500
TQRMNOQXTHKMKNCDEHIBB00790108,2023,3,Noroeste,22,03/07/1974,49,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,30,16,28,2083.3333333333335
TQRMNOQYTHKMKNCDEFNFF00788111,2023,3,Noreste,7,06/05/1982,41,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,30,12,24,1500
TQRMNORURHKOKUCDEHLEH00790354,2023,3,Noroeste,25,01/01/1900,43,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,106000,18,16,22,1472.2222222222222
TQRMNORSUHMOLNCDEGIBJ00809874,2023,3,Noreste,12,01/01/1900,53,asistio,"Superior
Universitaria
Completa",Privada,8509,Mujer,Cuenta propia,unico,Sabe leer y escribir,200000,20,16,32,2500
TQRMNOQRYHMLPSCDEIJAH00812794,2023,3,Gran Buenos Aires,33,28/07/1981,42,asistio,"Superior
Universitaria
Completa",Privada,61,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,45,16,21,833.3333333333334
TQRMNOSSRHKNRTCDEIJAH00812823,2023,3,Gran Buenos Aires,33,01/01/1900,59,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,85000,10,7,47,2125
TQRMNOPVWHJMKSCDEGPDJ00783985,2023,3,Noroeste,19,22/09/1968,54,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,24,19,30,2083.3333333333335
TQRMNOTTQHMNLMCDEHGHJ00810779,2023,3,Patagonia,20,08/02/1971,52,asistio,"Primaria
Completa",Privada,600,Varon,Obrero o empleado,multiples,Sabe leer y escribir,599991,84,8,39,1785.6875
TQRMNOQRSHKOKNCDEGGFB00788739,2023,3,Cuyo,10,01/01/1900,38,asistio,"Superior
Universitaria
Completa",Privada,9301,Varon,Obrero o empleado,multiples,Sabe leer y escribir,85000,26,16,17,817.3076923076923
TQRMNORSWHLMPPCDEIJAH00807107,2023,3,Gran Buenos Aires,33,26/08/1972,51,asistio,"Secundaria
Completa",Estatal,4901,Varon,Obrero o empleado,unico,Sabe leer y escribir,450000,38,13,33,2960.5263157894738
TQRMNOSTWHKONPCDEIJAH00791778,2023,3,Gran Buenos Aires,33,20/03/1980,43,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,40,13,25,1125
TQRMNOQVUHLOLPCDEHNHB00806300,2023,3,Cuyo,27,28/03/1989,34,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,35,13,16,714.2857142857143
TQRMNOSQRHKMTRCDEIJAH00792393,2023,3,Gran Buenos Aires,33,02/10/1990,32,asistio,"Superior
Universitaria
Incompleta",Privada,5300,Varon,Obrero o empleado,unico,Sabe leer y escribir,240000,56,14,13,1071.4285714285713
TQRMNOQQWHKOKMCDEGPDJ00789823,2023,3,Noroeste,19,01/04/1991,32,asistio,"Secundaria
Incompleta",Privada,2309,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,40,12,15,500
TQSMNOPWTHKOMMCDEGJBF00788964,2023,3,Pampeana,13,22/09/1992,30,asistio,"Secundaria
Incompleta",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,40,9,16,1000
TQRMNOSUUHJKNLCDEIIAD00785364,2023,3,Gran Buenos Aires,32,03/06/1991,32,asistio,"Superior
Universitaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,170000,7,16,11,6071.428571428572
TQRMNOSRXHLLKRCDEGKDB00810114,2023,3,Pampeana,14,18/07/1993,29,asistio,"Secundaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,75000,48,11,13,390.625
TQRMNOTPPHJOKMCDEGJBF00788995,2023,3,Pampeana,13,03/09/1979,43,asistio,"Secundaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,48,13,25,781.25
TQRMNOSQQHMOLQCDEHNHB00811358,2023,3,Cuyo,27,20/10/1983,39,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,23400,6,5,29,975
TQRMNOSQUHJMLQCDEGNFJ00783749,2023,3,Patagonia,17,06/04/1973,50,asistio,"Secundaria
Completa",Privada,9409,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,30,13,32,1500
TQRMNOVQPHLOLOCDEGOIH00805460,2023,3,Noroeste,18,07/05/1983,40,asistio,"Superior
Universitaria
Incompleta",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,48,15,20,937.5
TQRMNORTPHLOLNCDEFPCH00804475,2023,3,Patagonia,9,07/04/1993,30,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,320000,44,8,17,1818.1818181818182
TQRMNOPQSHKOLLCDEHPJB00790805,2023,3,Noroeste,29,28/09/1996,26,asistio,"Secundaria
Completa",Privada,4806,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,48,13,8,781.25
TQRMNORYXHJOLPCDEGGFB00783060,2023,3,Cuyo,10,19/02/1992,31,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,79991,33,19,7,605.9924242424242
TQRMNOPYYHKLKMCDEHGHJ00789954,2023,3,Patagonia,20,16/06/1986,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,500000,30,19,13,4166.666666666667
TQRMNOQTWHLOKTCDEHLEH00806072,2023,3,Noroeste,25,01/01/1900,29,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,110000,44,15,9,625
TQRMNOPTWHLOSLCDEIJAH00807581,2023,3,Gran Buenos Aires,33,22/07/1994,28,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,128000,72,13,10,444.44444444444446
TQRMNOQSVHLMKNCDEIMBF00808101,2023,3,Pampeana,36,28/06/2001,22,asistio,"Superior
Universitaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,45000,20,16,1,562.5
TQRMNOPQPHMOMMCDEHJGH00811063,2023,3,Noroeste,23,01/06/1976,47,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,30,13,29,1250
TQRMNOTTWHLOLRCDEFKID00803638,2023,3,Pampeana,4,01/01/1900,33,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,200000,25,19,9,2000
TQRMNORRUHKMLNCDEGIBJ00788888,2023,3,Noreste,12,22/11/1980,42,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,210000,30,13,24,1750
TQRMNOTRXHLOLNCDEFMDB00804064,2023,3,Pampeana,6,05/12/1985,37,asistio,"Secundaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,250000,84,13,19,744.047619047619
TQTMNOTRPHJLKUCDEFKID00782093,2023,3,Pampeana,4,01/01/1900,56,asistio,"Primaria
Completa",Privada,4802,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,50,8,43,500
